order date (DateOrders),shipping date (DateOrders),Shipping Mode,Order Region,Order Country,Order State,order_month,actual_delay_days,Days for shipment (scheduled),is_late,Category Name,Late_delivery_risk
2016-09-22 10:19:00,2016-09-24 10:19:00,First Class,West Africa,Nigeria,Lagos,9,2,1,1,Fishing,1
2016-09-22 08:55:00,2016-09-27 08:55:00,Standard Class,West Asia,Turquía,Ankara,9,5,4,1,Fishing,1
2016-09-22 06:28:00,2016-09-25 06:28:00,Standard Class,Central Africa,República Democrática del Congo,Katanga,9,3,4,0,Fishing,0
2016-09-22 06:07:00,2016-09-24 06:07:00,Standard Class,Central Asia,Uzbekistán,Kashkadar,9,2,4,0,Fishing,0
2016-09-22 05:25:00,2016-09-24 05:25:00,First Class,West Africa,Nigeria,Oyo,9,2,1,1,Fishing,1
2016-09-22 05:25:00,2016-09-24 05:25:00,First Class,West Africa,Nigeria,Oyo,9,2,1,1,Fishing,1
2016-09-22 03:19:00,2016-09-26 03:19:00,Standard Class,West Africa,Senegal,Dakar,9,4,4,0,Fishing,0
2016-09-22 01:55:00,2016-09-27 01:55:00,Second Class,West Africa,Nigeria,Lagos,9,5,2,1,Fishing,1
2016-09-21 23:49:00,2016-09-25 23:49:00,Standard Class,Eastern Europe,Ucrania,Volinia,9,4,4,0,Fishing,0
2016-09-21 20:39:00,2016-09-23 20:39:00,First Class,West Africa,Benín,Departamento Atlántico,9,2,1,1,Fishing,1
2016-09-21 19:15:00,2016-09-23 19:15:00,First Class,North Africa,Marruecos,Fez-Bulmán,9,2,1,1,Fishing,1
2016-09-21 17:30:00,2016-09-27 17:30:00,Standard Class,West Asia,Turquía,Estambul,9,6,4,1,Fishing,1
2016-09-21 16:27:00,2016-09-24 16:27:00,Standard Class,West Africa,Nigeria,Cross River,9,3,4,0,Fishing,0
2016-09-21 15:03:00,2016-09-25 15:03:00,Standard Class,West Asia,Turquía,Elazig,9,4,4,0,Fishing,0
2016-09-21 10:09:00,2016-09-26 10:09:00,Second Class,Eastern Europe,Bulgaria,Sofía-Ciudad,9,5,2,1,Fishing,1
2016-09-21 05:57:00,2016-09-24 05:57:00,Second Class,South Asia,Irán,Juzestán,9,3,2,1,Fishing,1
2016-09-21 05:36:00,2016-09-23 05:36:00,Second Class,South Asia,Irán,Juzestán,9,2,2,0,Fishing,0
2016-09-21 02:05:00,2016-09-23 02:05:00,Second Class,West Africa,Nigeria,Lagos,9,2,2,0,Fishing,0
2016-09-21 01:23:00,2016-09-26 01:23:00,Second Class,West Africa,Nigeria,Lagos,9,5,2,1,Fishing,1
2016-09-21 00:41:00,2016-09-24 00:41:00,Standard Class,West Africa,Nigeria,Lagos,9,3,4,0,Fishing,0
2016-09-20 23:59:00,2016-09-22 23:59:00,First Class,West Asia,Arabia Saudí,Meca,9,2,1,1,Fishing,1
2016-09-20 22:56:00,2016-09-23 22:56:00,Standard Class,West Asia,Arabia Saudí,Meca,9,3,4,0,Fishing,0
2016-09-20 22:56:00,2016-09-23 22:56:00,Standard Class,West Asia,Arabia Saudí,Meca,9,3,4,0,Fishing,0
2016-09-20 22:35:00,2016-09-22 22:35:00,Standard Class,West Asia,Arabia Saudí,Meca,9,2,4,0,Fishing,0
2016-09-20 17:41:00,2016-09-23 17:41:00,Standard Class,West Asia,Turquía,Izmir,9,3,4,0,Fishing,0
2016-09-20 17:20:00,2016-09-22 17:20:00,Standard Class,West Asia,Turquía,Bursa,9,2,4,0,Fishing,0
2016-09-20 16:38:00,2016-09-25 16:38:00,Second Class,Central Africa,República Democrática del Congo,Katanga,9,5,2,1,Fishing,1
2016-09-20 10:19:00,2016-09-22 10:19:00,Standard Class,West Asia,Arabia Saudí,Meca,9,2,4,0,Fishing,0
2016-09-20 08:13:00,2016-09-22 08:13:00,First Class,Western Europe,Austria,Viena,9,2,1,1,Fishing,1
2016-09-20 04:43:00,2016-09-26 04:43:00,Second Class,Eastern Europe,Rusia,Daguestán,9,6,2,1,Fishing,1
2016-09-20 04:01:00,2016-09-24 04:01:00,Second Class,Eastern Europe,Rumania,Buzau,9,4,2,1,Fishing,1
2016-09-20 02:37:00,2016-09-20 14:37:00,Same Day,Northern Europe,Lituania,Vilna,9,0,0,0,Fishing,0
2016-09-19 22:46:00,2016-09-23 22:46:00,Standard Class,North Africa,Sudán,Jartum,9,4,4,0,Fishing,0
2016-09-19 22:25:00,2016-09-22 22:25:00,Standard Class,North Africa,Sudán,Jartum,9,3,4,0,Fishing,0
2016-09-19 21:01:00,2016-09-23 21:01:00,Standard Class,West Africa,Nigeria,Lagos,9,4,4,0,Fishing,0
2016-09-19 20:40:00,2016-09-22 20:40:00,Second Class,North Africa,Egipto,El Cairo,9,3,2,1,Fishing,1
2016-09-19 19:37:00,2016-09-24 19:37:00,Second Class,Eastern Europe,Moldavia,Chisináu,9,5,2,1,Fishing,1
2016-09-19 17:51:00,2016-09-21 17:51:00,First Class,Southern Africa,SudAfrica,Cabo Occidental,9,2,1,1,Fishing,1
2016-09-19 17:30:00,2016-09-20 05:30:00,Same Day,South Asia,Irán,Jorasán Razaví,9,0,0,0,Fishing,1
2016-09-19 16:06:00,2016-09-24 16:06:00,Standard Class,North Africa,Egipto,Al Bahr al Ahmar,9,5,4,1,Fishing,1
2016-09-19 14:00:00,2016-09-23 14:00:00,Standard Class,Eastern Europe,Rusia,Daguestán,9,4,4,0,Fishing,0
2016-09-19 14:00:00,2016-09-23 14:00:00,Standard Class,Eastern Europe,Rusia,Daguestán,9,4,4,0,Fishing,0
2016-09-19 13:18:00,2016-09-21 13:18:00,Second Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,2,2,0,Fishing,0
2016-09-19 11:33:00,2016-09-21 11:33:00,Standard Class,West Asia,Turquía,Estambul,9,2,4,0,Fishing,0
2016-09-19 11:12:00,2016-09-25 11:12:00,Standard Class,Southern Africa,Suazilandia,Manzini,9,6,4,1,Fishing,1
2016-09-19 09:48:00,2016-09-21 09:48:00,Standard Class,East Africa,Tanzania,Mwanza,9,2,4,0,Fishing,0
2016-09-19 07:21:00,2016-09-21 07:21:00,First Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,2,1,1,Fishing,1
2016-09-19 07:21:00,2016-09-21 07:21:00,First Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,2,1,1,Fishing,1
2016-09-19 06:18:00,2016-09-21 06:18:00,Standard Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,2,4,0,Fishing,0
2016-09-19 05:36:00,2016-09-24 05:36:00,Second Class,West Africa,Costa de Marfil,Lagunes,9,5,2,1,Fishing,1
2016-09-19 04:54:00,2016-09-22 04:54:00,Standard Class,Central Asia,Kazajistán,Almaty,9,3,4,0,Fishing,0
2016-09-19 04:33:00,2016-09-21 04:33:00,First Class,Central Asia,Kazajistán,Almaty,9,2,1,1,Fishing,1
2016-09-19 03:51:00,2016-09-21 03:51:00,First Class,Southern Europe,Albania,Elbasan,9,2,1,1,Fishing,1
2016-09-19 03:51:00,2016-09-21 03:51:00,First Class,Southern Europe,Albania,Elbasan,9,2,1,1,Fishing,1
2016-09-19 03:09:00,2016-09-21 03:09:00,First Class,East Africa,Tanzania,Dar es Salaam,9,2,1,1,Fishing,1
2016-09-19 01:45:00,2016-09-21 01:45:00,First Class,East Africa,Tanzania,Dar es Salaam,9,2,1,1,Fishing,1
2016-09-18 22:14:00,2016-09-22 22:14:00,Standard Class,North Africa,Egipto,El Cairo,9,4,4,0,Fishing,0
2016-09-18 21:11:00,2016-09-24 21:11:00,Standard Class,West Africa,Nigeria,Lagos,9,6,4,1,Fishing,1
2016-09-18 21:11:00,2016-09-24 21:11:00,Standard Class,West Africa,Nigeria,Lagos,9,6,4,1,Fishing,1
2016-09-18 17:20:00,2016-09-23 17:20:00,Standard Class,Eastern Europe,Eslovaquia,ilina,9,5,4,1,Fishing,1
2016-09-18 17:20:00,2016-09-23 17:20:00,Standard Class,Eastern Europe,Eslovaquia,ilina,9,5,4,1,Fishing,1
2016-09-18 14:11:00,2016-09-24 14:11:00,Second Class,South Asia,Irán,Fars,9,6,2,1,Fishing,1
2016-09-18 13:08:00,2016-09-21 13:08:00,Standard Class,West Africa,Nigeria,Lagos,9,3,4,0,Fishing,0
2016-09-18 11:23:00,2016-09-21 11:23:00,Standard Class,West Africa,Nigeria,Ríos,9,3,4,0,Fishing,0
2016-09-18 10:20:00,2016-09-23 10:20:00,Standard Class,West Africa,Nigeria,Ríos,9,5,4,1,Fishing,1
2016-09-18 10:20:00,2016-09-23 10:20:00,Standard Class,West Africa,Nigeria,Ríos,9,5,4,1,Fishing,1
2016-09-18 10:20:00,2016-09-23 10:20:00,Standard Class,West Africa,Nigeria,Ríos,9,5,4,1,Fishing,1
2016-09-18 09:17:00,2016-09-20 09:17:00,Standard Class,West Asia,Turquía,Ankara,9,2,4,0,Fishing,0
2016-09-18 07:31:00,2016-09-20 07:31:00,First Class,West Asia,Turquía,Estambul,9,2,1,1,Fishing,1
2016-09-18 07:10:00,2016-09-24 07:10:00,Second Class,West Africa,Nigeria,Lagos,9,6,2,1,Fishing,1
2016-09-18 07:10:00,2016-09-24 07:10:00,Second Class,West Africa,Nigeria,Lagos,9,6,2,1,Fishing,1
2016-09-18 05:46:00,2016-09-20 05:46:00,Standard Class,North Africa,Egipto,Puerto Saíd,9,2,4,0,Fishing,0
2016-09-18 05:46:00,2016-09-20 05:46:00,Standard Class,North Africa,Egipto,Puerto Saíd,9,2,4,0,Fishing,0
2016-09-18 04:43:00,2016-09-22 04:43:00,Second Class,South Asia,Irán,Teherán,9,4,2,1,Fishing,1
2016-09-18 03:19:00,2016-09-23 03:19:00,Standard Class,West Africa,Nigeria,Kano,9,5,4,1,Fishing,1
2016-09-17 23:07:00,2016-09-20 23:07:00,Standard Class,East Africa,Tanzania,Shinyanga,9,3,4,0,Fishing,0
2016-09-17 23:07:00,2016-09-20 23:07:00,Standard Class,East Africa,Tanzania,Shinyanga,9,3,4,0,Fishing,0
2016-09-17 22:46:00,2016-09-19 22:46:00,Standard Class,East Africa,Tanzania,Shinyanga,9,2,4,0,Fishing,0
2016-09-17 22:25:00,2016-09-23 22:25:00,Standard Class,Southern Africa,SudAfrica,Cabo Oriental,9,6,4,1,Fishing,1
2016-09-17 22:25:00,2016-09-23 22:25:00,Standard Class,Southern Africa,SudAfrica,Cabo Oriental,9,6,4,1,Fishing,1
2016-09-17 19:58:00,2016-09-21 19:58:00,Standard Class,Central Asia,Uzbekistán,Kashkadar,9,4,4,0,Fishing,0
2016-09-17 17:52:00,2016-09-20 17:52:00,Standard Class,East Africa,Tanzania,Kilimanjaro,9,3,4,0,Fishing,0
2016-09-17 17:52:00,2016-09-20 17:52:00,Standard Class,East Africa,Tanzania,Kilimanjaro,9,3,4,0,Fishing,0
2016-09-17 15:46:00,2016-09-19 15:46:00,Standard Class,Eastern Europe,Ucrania,Lviv,9,2,4,0,Fishing,0
2016-09-17 14:42:00,2016-09-21 14:42:00,Standard Class,West Asia,Turquía,Eskisehir,9,4,4,0,Fishing,0
2016-09-17 14:42:00,2016-09-21 14:42:00,Standard Class,West Asia,Turquía,Eskisehir,9,4,4,0,Fishing,0
2016-09-17 12:36:00,2016-09-20 12:36:00,Standard Class,West Asia,Irak,Arbil,9,3,4,0,Fishing,0
2016-09-17 08:45:00,2016-09-19 08:45:00,Standard Class,West Asia,Arabia Saudí,Medina,9,2,4,0,Fishing,0
2016-09-17 08:45:00,2016-09-19 08:45:00,Standard Class,West Asia,Arabia Saudí,Medina,9,2,4,0,Fishing,0
2016-09-17 02:48:00,2016-09-22 02:48:00,Standard Class,South Asia,Irán,Jorasán Razaví,9,5,4,1,Fishing,1
2016-09-17 01:24:00,2016-09-23 01:24:00,Standard Class,West Africa,Nigeria,Níger,9,6,4,1,Fishing,1
2016-09-17 01:03:00,2016-09-22 01:03:00,Standard Class,West Africa,Nigeria,Lagos,9,5,4,1,Fishing,1
2016-09-17 01:03:00,2016-09-22 01:03:00,Standard Class,West Africa,Nigeria,Lagos,9,5,4,1,Fishing,1
2016-09-17 00:42:00,2016-09-19 00:42:00,First Class,West Africa,Nigeria,Lagos,9,2,1,1,Fishing,1
2016-09-17 00:21:00,2016-09-19 00:21:00,First Class,North Africa,Egipto,El Cairo,9,2,1,1,Fishing,1
2016-09-17 00:21:00,2016-09-19 00:21:00,First Class,North Africa,Egipto,El Cairo,9,2,1,1,Fishing,1
2016-09-17 00:00:00,2016-09-19 00:00:00,First Class,North Africa,Egipto,El Cairo,9,2,1,1,Fishing,1
2016-09-16 22:36:00,2016-09-19 22:36:00,Second Class,Eastern Europe,Rusia,Irkutsk,9,3,2,1,Fishing,1
2016-09-16 20:50:00,2016-09-19 20:50:00,Second Class,West Asia,Azerbaiyán,Baki,9,3,2,1,Fishing,1
2016-09-16 20:50:00,2016-09-19 20:50:00,Second Class,West Asia,Azerbaiyán,Baki,9,3,2,1,Fishing,1
2016-09-16 19:47:00,2016-09-17 07:47:00,Same Day,Central Africa,Angola,Luanda,9,0,0,0,Fishing,1
2016-09-16 19:26:00,2016-09-17 07:26:00,Same Day,West Africa,Nigeria,Lagos,9,0,0,0,Fishing,1
2016-09-16 19:05:00,2016-09-19 19:05:00,Standard Class,West Africa,Nigeria,Lagos,9,3,4,0,Fishing,0
2016-09-16 18:44:00,2016-09-18 18:44:00,Standard Class,West Africa,Nigeria,Lagos,9,2,4,0,Fishing,0
2016-09-16 17:41:00,2016-09-20 17:41:00,Standard Class,Central Africa,Camerún,Nord,9,4,4,0,Fishing,0
2016-09-16 15:56:00,2016-09-20 15:56:00,Standard Class,West Asia,Turquía,Kahramanmara?,9,4,4,0,Fishing,0
2016-09-16 15:35:00,2016-09-19 15:35:00,Second Class,West Asia,Turquía,Kahramanmara?,9,3,2,1,Fishing,1
2016-09-16 14:11:00,2016-09-20 14:11:00,Second Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,4,2,1,Fishing,1
2016-09-16 13:50:00,2016-09-19 13:50:00,Second Class,West Asia,Arabia Saudí,Riad,9,3,2,1,Fishing,1
2016-09-16 13:50:00,2016-09-19 13:50:00,Second Class,West Asia,Arabia Saudí,Riad,9,3,2,1,Fishing,1
2016-09-16 13:50:00,2016-09-19 13:50:00,Second Class,West Asia,Arabia Saudí,Riad,9,3,2,1,Fishing,1
2016-09-16 12:47:00,2016-09-18 12:47:00,First Class,Canada,Canada,Quebec,9,2,1,1,Fishing,1
2016-09-16 12:47:00,2016-09-18 12:47:00,First Class,Canada,Canada,Quebec,9,2,1,1,Fishing,1
2016-09-16 09:59:00,2016-09-18 09:59:00,Standard Class,West Asia,Turquía,Mersin,9,2,4,0,Fishing,0
2016-09-16 09:38:00,2016-09-22 09:38:00,Second Class,West Asia,Turquía,Mersin,9,6,2,1,Fishing,1
2016-09-16 06:50:00,2016-09-18 06:50:00,First Class,Southern Europe,Bosnia y Herzegovina,Federación de Bosnia y Herzegovina,9,2,1,1,Fishing,1
2016-09-16 06:29:00,2016-09-18 06:29:00,First Class,Southern Europe,Bosnia y Herzegovina,Federación de Bosnia y Herzegovina,9,2,1,1,Fishing,1
2016-09-16 05:47:00,2016-09-18 05:47:00,First Class,West Asia,Turquía,Estambul,9,2,1,1,Fishing,1
2016-09-16 05:04:00,2016-09-18 05:04:00,First Class,Eastern Europe,República Checa,Praga,9,2,1,1,Fishing,0
2016-09-16 04:01:00,2016-09-21 04:01:00,Standard Class,Eastern Europe,República Checa,Praga,9,5,4,1,Fishing,1
2016-09-16 04:01:00,2016-09-21 04:01:00,Standard Class,Eastern Europe,República Checa,Praga,9,5,4,1,Fishing,1
2016-09-16 03:40:00,2016-09-20 03:40:00,Standard Class,Eastern Europe,Bulgaria,Plovdiv,9,4,4,0,Fishing,0
2016-09-16 01:55:00,2016-09-20 01:55:00,Standard Class,West Asia,Turquía,Estambul,9,4,4,0,Fishing,0
2016-09-16 00:52:00,2016-09-22 00:52:00,Standard Class,East Africa,Zambia,Meridional,9,6,4,1,Fishing,1
2016-09-16 00:31:00,2016-09-21 00:31:00,Standard Class,East Africa,Zambia,Meridional,9,5,4,1,Fishing,1
2016-09-15 23:28:00,2016-09-17 23:28:00,Standard Class,Central Asia,Turkmenistán,Asjabad,9,2,4,0,Fishing,0
2016-09-15 23:07:00,2016-09-21 23:07:00,Second Class,Central Asia,Turkmenistán,Asjabad,9,6,2,1,Fishing,1
2016-09-15 22:04:00,2016-09-18 22:04:00,Second Class,West Asia,Irak,Basora,9,3,2,1,Fishing,1
2016-09-15 21:01:00,2016-09-20 21:01:00,Standard Class,Eastern Europe,Bielorrusia,Gómel,9,5,4,1,Fishing,1
2016-09-15 20:19:00,2016-09-18 20:19:00,Standard Class,North Africa,Marruecos,Gran Casablanca,9,3,4,0,Fishing,0
2016-09-15 19:37:00,2016-09-21 19:37:00,Standard Class,Central Africa,República Centroafricana,Bangui,9,6,4,1,Fishing,1
2016-09-15 17:10:00,2016-09-19 17:10:00,Standard Class,West Africa,Ghana,Gran Accra,9,4,4,0,Fishing,0
2016-09-15 16:49:00,2016-09-18 16:49:00,Standard Class,West Asia,Turquía,Bursa,9,3,4,0,Fishing,0
2016-09-15 12:37:00,2016-09-16 00:37:00,Same Day,North Africa,Argelia,Tipaza,9,0,0,0,Fishing,1
2016-09-15 12:15:00,2016-09-16 00:15:00,Same Day,North Africa,Argelia,Tipaza,9,0,0,0,Fishing,1
2016-09-15 10:51:00,2016-09-21 10:51:00,Standard Class,East Africa,Madagascar,Analamanga,9,6,4,1,Fishing,1
2016-09-15 10:30:00,2016-09-20 10:30:00,Second Class,East Africa,Madagascar,Analamanga,9,5,2,1,Fishing,1
2016-09-15 09:27:00,2016-09-17 09:27:00,Standard Class,West Africa,Senegal,Dakar,9,2,4,0,Fishing,0
2016-09-15 05:57:00,2016-09-15 17:57:00,Same Day,North Africa,Libia,Misurata,9,0,0,0,Fishing,0
2016-09-15 04:12:00,2016-09-17 04:12:00,Standard Class,East Africa,Kenia,Nairobi,9,2,4,0,Fishing,0
2016-09-15 02:27:00,2016-09-17 02:27:00,First Class,North Africa,Egipto,Suhaj,9,2,1,1,Fishing,1
2016-09-14 23:39:00,2016-09-16 23:39:00,First Class,Eastern Europe,República Checa,Praga,9,2,1,1,Fishing,1
2016-09-14 23:18:00,2016-09-16 23:18:00,First Class,Eastern Europe,República Checa,Praga,9,2,1,1,Fishing,1
2016-09-14 21:54:00,2016-09-18 21:54:00,Standard Class,West Asia,Turquía,Izmir,9,4,4,0,Fishing,0
2016-09-14 19:27:00,2016-09-16 19:27:00,Standard Class,West Asia,Israel,Tel Aviv,9,2,4,0,Fishing,0
2016-09-14 19:27:00,2016-09-16 19:27:00,Standard Class,West Asia,Israel,Tel Aviv,9,2,4,0,Fishing,0
2016-09-14 16:59:00,2016-09-19 16:59:00,Standard Class,West Asia,Irak,Bagdad,9,5,4,1,Fishing,1
2016-09-14 16:17:00,2016-09-16 16:17:00,First Class,West Asia,Turquía,Diyarbakir,9,2,1,1,Fishing,0
2016-09-14 16:17:00,2016-09-16 16:17:00,First Class,West Asia,Turquía,Diyarbakir,9,2,1,1,Fishing,0
2016-09-14 15:56:00,2016-09-16 15:56:00,First Class,North Africa,Argelia,Bugía,9,2,1,1,Fishing,1
2016-09-14 14:32:00,2016-09-17 14:32:00,Standard Class,West Asia,Turquía,Gaziantep,9,3,4,0,Fishing,0
2016-09-14 12:26:00,2016-09-16 12:26:00,Standard Class,Central Africa,Camerún,Est,9,2,4,0,Fishing,0
2016-09-14 08:35:00,2016-09-16 08:35:00,First Class,South Asia,Irán,Fars,9,2,1,1,Fishing,1
2016-09-14 07:53:00,2016-09-18 07:53:00,Standard Class,South Asia,Irán,Fars,9,4,4,0,Fishing,0
2016-09-14 07:11:00,2016-09-16 07:11:00,Second Class,West Asia,Turquía,Estambul,9,2,2,0,Fishing,0
2016-09-14 06:50:00,2016-09-16 06:50:00,First Class,West Africa,Mali,Bamako,9,2,1,1,Fishing,1
2016-09-13 21:43:00,2016-09-18 21:43:00,Second Class,East Africa,Mozambique,Cidade De Maputo,9,5,2,1,Fishing,1
2016-09-13 21:22:00,2016-09-17 21:22:00,Second Class,East Africa,Mozambique,Cidade De Maputo,9,4,2,1,Fishing,1
2016-09-13 21:01:00,2016-09-16 21:01:00,Second Class,West Africa,Togo,Marítima,9,3,2,1,Fishing,1
2016-09-13 20:19:00,2016-09-19 20:19:00,Standard Class,Central Africa,República Democrática del Congo,Bajo Congo,9,6,4,1,Fishing,1
2016-09-13 19:58:00,2016-09-18 19:58:00,Standard Class,Central Africa,República Democrática del Congo,Bajo Congo,9,5,4,1,Fishing,1
2016-09-13 17:52:00,2016-09-17 17:52:00,Second Class,East Africa,Mozambique,Manica,9,4,2,1,Fishing,1
2016-09-13 16:49:00,2016-09-19 16:49:00,Standard Class,North Africa,Egipto,Alejandría,9,6,4,1,Fishing,1
2016-09-13 14:22:00,2016-09-17 14:22:00,Second Class,West Asia,Irak,Bagdad,9,4,2,1,Fishing,1
2016-09-13 12:37:00,2016-09-17 12:37:00,Standard Class,East Africa,Uganda,Gulu,9,4,4,0,Fishing,0
2016-09-13 11:34:00,2016-09-19 11:34:00,Standard Class,East Africa,Uganda,Gulu,9,6,4,1,Fishing,1
2016-09-13 11:13:00,2016-09-18 11:13:00,Standard Class,East Africa,Uganda,Gulu,9,5,4,1,Fishing,1
2016-09-13 11:13:00,2016-09-18 11:13:00,Standard Class,East Africa,Uganda,Gulu,9,5,4,1,Fishing,1
2016-09-13 09:49:00,2016-09-19 09:49:00,Second Class,Southern Africa,SudAfrica,Noroeste,9,6,2,1,Fishing,1
2016-09-13 09:06:00,2016-09-17 09:06:00,Standard Class,West Asia,Irak,Bagdad,9,4,4,0,Fishing,0
2016-09-13 05:36:00,2016-09-17 05:36:00,Standard Class,North Africa,Egipto,El Cairo,9,4,4,0,Fishing,0
2016-09-13 05:36:00,2016-09-17 05:36:00,Standard Class,North Africa,Egipto,El Cairo,9,4,4,0,Fishing,0
2016-09-13 05:15:00,2016-09-16 05:15:00,Standard Class,Central Asia,Kirguistán,Osh,9,3,4,0,Fishing,0
2016-09-13 00:00:00,2016-09-16 00:00:00,Standard Class,West Africa,Benín,Littoral,9,3,4,0,Fishing,0
2016-09-12 23:39:00,2016-09-14 23:39:00,Standard Class,Central Africa,República Democrática del Congo,Kinshasa,9,2,4,0,Fishing,0
2016-09-12 20:30:00,2016-09-15 20:30:00,Standard Class,South Asia,Irán,Ardebil,9,3,4,0,Fishing,0
2016-09-12 20:30:00,2016-09-15 20:30:00,Standard Class,South Asia,Irán,Ardebil,9,3,4,0,Fishing,0
2016-09-12 20:09:00,2016-09-14 20:09:00,Standard Class,West Asia,Turquía,Ankara,9,2,4,0,Fishing,0
2016-09-12 16:17:00,2016-09-18 16:17:00,Standard Class,West Africa,Nigeria,Plateau,9,6,4,1,Fishing,1
2016-09-12 12:26:00,2016-09-17 12:26:00,Second Class,North Africa,Egipto,El Cairo,9,5,2,1,Fishing,0
2016-09-12 12:05:00,2016-09-16 12:05:00,Second Class,Eastern Europe,Polonia,Mazovia,9,4,2,1,Fishing,1
2016-09-12 11:23:00,2016-09-14 11:23:00,Second Class,Eastern Europe,Polonia,Mazovia,9,2,2,0,Fishing,0
2016-09-12 10:41:00,2016-09-14 10:41:00,First Class,Eastern Europe,Ucrania,Sumy,9,2,1,1,Fishing,1
2016-09-12 10:20:00,2016-09-14 10:20:00,First Class,Eastern Europe,Ucrania,Sumy,9,2,1,1,Fishing,1
2016-09-12 06:50:00,2016-09-16 06:50:00,Standard Class,West Asia,Irak,Bagdad,9,4,4,0,Fishing,0
2016-09-12 06:08:00,2016-09-14 06:08:00,Standard Class,Eastern Europe,Polonia,Mazovia,9,2,4,0,Fishing,0
2016-09-12 05:47:00,2016-09-18 05:47:00,Standard Class,East Africa,Somalia,Gobolka Woqooyi Galbeed,9,6,4,1,Fishing,1
2016-09-12 05:47:00,2016-09-18 05:47:00,Standard Class,East Africa,Somalia,Gobolka Woqooyi Galbeed,9,6,4,1,Fishing,1
2016-09-12 05:47:00,2016-09-18 05:47:00,Standard Class,East Africa,Somalia,Gobolka Woqooyi Galbeed,9,6,4,1,Fishing,1
2016-09-12 04:02:00,2016-09-18 04:02:00,Second Class,Central Africa,República Democrática del Congo,Kinshasa,9,6,2,1,Fishing,1
2016-09-12 01:56:00,2016-09-17 01:56:00,Standard Class,South Asia,Irán,Hamadán,9,5,4,1,Fishing,1
2016-09-11 23:28:00,2016-09-14 23:28:00,Standard Class,West Asia,Irak,Mesena,9,3,4,0,Fishing,0
2016-09-11 15:04:00,2016-09-15 15:04:00,Standard Class,East Africa,Zambia,Lusaka,9,4,4,0,Fishing,0
2016-09-11 15:04:00,2016-09-15 15:04:00,Standard Class,East Africa,Zambia,Lusaka,9,4,4,0,Fishing,0
2016-09-11 10:31:00,2016-09-17 10:31:00,Standard Class,Central Africa,República Democrática del Congo,Kivu del Sur,9,6,4,1,Fishing,1
2016-09-11 08:46:00,2016-09-17 08:46:00,Standard Class,East Africa,Kenia,Nairobi,9,6,4,1,Fishing,1
2016-09-11 07:43:00,2016-09-13 07:43:00,First Class,Southern Africa,SudAfrica,Gauteng,9,2,1,1,Fishing,1
2016-09-11 05:57:00,2016-09-14 05:57:00,Standard Class,North Africa,Egipto,Alejandría,9,3,4,0,Fishing,0
2016-09-11 05:36:00,2016-09-13 05:36:00,Standard Class,North Africa,Egipto,Alejandría,9,2,4,0,Fishing,0
2016-09-11 04:54:00,2016-09-16 04:54:00,Standard Class,North Africa,Egipto,Alejandría,9,5,4,1,Fishing,1
2016-09-11 04:33:00,2016-09-15 04:33:00,Standard Class,North Africa,Egipto,Alejandría,9,4,4,0,Fishing,0
2016-09-11 02:06:00,2016-09-13 02:06:00,First Class,West Asia,Irak,Nínive,9,2,1,1,Fishing,1
2016-09-10 23:18:00,2016-09-14 23:18:00,Standard Class,Central Africa,República Democrática del Congo,Bandundu,9,4,4,0,Fishing,0
2016-09-10 22:57:00,2016-09-13 22:57:00,Standard Class,West Asia,Irak,Arbil,9,3,4,0,Fishing,0
2016-09-10 22:15:00,2016-09-16 22:15:00,Standard Class,North Africa,Argelia,Alger,9,6,4,1,Fishing,1
2016-09-10 21:33:00,2016-09-14 21:33:00,Standard Class,East Africa,Zambia,Copperbelt,9,4,4,0,Fishing,0
2016-09-10 21:12:00,2016-09-13 21:12:00,Second Class,East Africa,Zambia,Copperbelt,9,3,2,1,Fishing,1
2016-09-10 20:51:00,2016-09-12 20:51:00,Standard Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,2,4,0,Fishing,0
2016-09-10 20:30:00,2016-09-16 20:30:00,Second Class,North Africa,Marruecos,Rabat-Salé-Zemur-Zaer,9,6,2,1,Fishing,1
2016-09-10 17:00:00,2016-09-12 17:00:00,First Class,West Africa,Nigeria,Kano,9,2,1,1,Fishing,1
2016-09-10 14:33:00,2016-09-12 14:33:00,First Class,Western Europe,Austria,Carintia,9,2,1,1,Fishing,1
2016-09-10 13:08:00,2016-09-15 13:08:00,Standard Class,North Africa,Egipto,El Cairo,9,5,4,1,Fishing,1
2016-09-10 12:47:00,2016-09-14 12:47:00,Second Class,West Asia,Irak,Bagdad,9,4,2,1,Fishing,1
2016-09-10 12:05:00,2016-09-12 12:05:00,Second Class,North Africa,Egipto,Qina,9,2,2,0,Fishing,0
2016-09-10 11:44:00,2016-09-16 11:44:00,Standard Class,North Africa,Egipto,Qina,9,6,4,1,Fishing,1
2016-09-10 08:35:00,2016-09-12 08:35:00,Standard Class,Central Africa,República Democrática del Congo,Kinshasa,9,2,4,0,Fishing,0
